P235312,P234684,Genetic,0.709874329.
P238954,P238954,Physical,1
P237857,P238954,Physical,-0.005715852.
P237865,P238954,Physical,0.272898577.
P238946,P238946,Physical,1
P234073,P234700,Physical,0.596091968.
P234754,P234700,Physical,0.833148409.
P234430,P234702,Physical,0.646192903.
P239965,P234715,Physical,-0.549544943.
P237916,P234716,Genetic,0.864034186.
P235687,P234732,Genetic-Physical,?.
P235301,P234732,Genetic-Physical,0.986212398.
P235407,P234732,Genetic-Physical,0.517652706.
P235766,P234732,Genetic-Physical,0.919603476.
P235477,P234732,Physical,0.775780965.
P234074,P234735,Genetic-Physical,0.630195718.
P235158,P234735,Physical,0.124630235.
P236111,P234735,Physical,0.77942568.
P235995,P238916,Genetic,0.835390832.
P234863,P234744,Physical,-0.345456419.
P235619,P234746,Physical,0.123402626.
P237630,P238857,Genetic,0.327484445.
P237463,P238857,Genetic,0.610119492.
P234754,P234754,Physical,1
P240043,P234756,Genetic,0.68881478.
P238637,P238793,Physical,0.677908787.
P235136,P234763,Physical,-0.004787102.
P235463,P234764,Physical,0.382436419.
P237833,P234769,Physical,-0.027906586.
P235136,P234772,Physical,0.719583809.
P234811,P234779,Genetic,?.
P239673,P234779,Genetic,?.
P237598,P234779,Genetic,?.
P236206,P234779,Physical,?.
P235172,P234779,Genetic-Physical,?.
P237142,P234779,Genetic,?.
P235312,P234779,Physical,?.
P239321,P238786,Physical,-0.38027868.
P235930,P238760,Physical,0.557611392.
P235624,P238760,Physical,0.306322366.
P235802,P234788,Physical,0.50036503.
P235468,P238740,Physical,0.997666911.
P235550,P238704,Physical,0.669723081.
P235265,P238704,Physical,0.574057432.
P239467,P238704,Physical,0.723051266.
P235677,P238677,Genetic,0.852073865.
P237594,P234804,Genetic,0.677026981.
P237142,P234811,Genetic,0.656657295.
P237577,P238640,Genetic,0.593118632.
P235080,P238640,Physical,0.612697224.
P235830,P234830,Genetic,0.162887571.
P234240,P234830,Genetic,0.063124063.
P235579,P234831,Physical,-0.796925792.
P239673,P238637,Physical,0.128621288.
P235213,P238637,Physical,0.774961891.
P236068,P238621,Physical,0.859881967.
P238621,P238621,Physical,1
P235312,P234839,Genetic,0.05149284.
P234334,P234839,Genetic,0.043443211.
P234849,P234850,Physical,0.527477368.
P234106,P234850,Physical,-0.0619766.
P234073,P234854,Physical,0.54176406.
P234065,P234854,Physical,0.939001091.
P234823,P234854,Genetic,-0.696767214.
P235042,P234854,Genetic,-0.59677736.
P234754,P234860,Physical,-0.15539584.
P234918,P234860,Physical,-0.515443375.
P234644,P238567,Physical,0.605186121.
P234563,P234862,Physical,0.522501665.
P234533,P234863,Physical,0.818904131.
P234169,P234868,Physical,-0.661897802.
P238928,P234868,Physical,0.158555549.
P238715,P234868,Genetic,0.845034905.
P239975,P234868,Physical,0.902129907.
P234522,P234868,Genetic,-0.26334011.
P234687,P234876,Genetic,0.531135785.
P234265,P234880,Genetic,0.664875661.
P239653,P238564,Physical,-0.234335757.
P238677,P238564,Physical,0.707119519.
P234890,P234890,Physical,1
P235438,P234894,Physical,-0.469436589.
P234867,P234894,Physical,0.679192197.
P234334,P238540,Genetic,0.866809506.
P235136,P234908,Physical,-0.035688833.
P239178,P238510,Genetic,0.244344673.
P234100,P234932,Genetic,0.60127309.
P234936,P234935,Genetic-Physical,0.840178841.
P234535,P234935,Genetic-Physical,0.606461157.
P234413,P234935,Physical,0.233730921.
P234535,P234936,Genetic-Physical,0.580657547.
P234754,P234943,Physical,0.809396517.
P238472,P238472,Physical,1
P236167,P234953,Genetic,0.940498107.
P235500,P238415,Physical,0.746749681.
P235502,P238415,Physical,0.9227826.
P235816,P238415,Physical,0.821325938.
P235317,P238415,Physical,?.
P235489,P238415,Physical,0.864017155.
P235758,P238415,Physical,0.806216553.
P235516,P238415,Physical,0.796098116.
P235830,P238415,Physical,0.516167763.
P234232,P234964,Genetic,-0.088350354.
P236111,P238392,Genetic-Physical,0.676593906.
P237203,P238392,Physical,-0.073509365.
P234074,P234967,Physical,0.370059063.
P234495,P234967,Physical,0.496259419.
P236509,P238391,Genetic,0.762737731.
P235188,P234973,Genetic,-0.911509699.
P235439,P234980,Genetic,0.239501471.
P235231,P234980,Physical,-0.013714969.
P234914,P234980,Genetic,0.915563826.
P235780,P234980,Genetic,0.842759965.
P235350,P234980,Physical,-0.041962416.
P234497,P234983,Genetic,0.738705819.
P235136,P234983,Genetic-Physical,-0.27691027.
P235495,P234993,Genetic,0.701719773.
P234076,P234994,Physical,-0.536899911.
P237630,P238282,Genetic,0.741966448.
P234073,P234065,Physical,0.749192312.
P234754,P234065,Physical,0.691845712.
P237021,P234065,Genetic,0.752607139.
P235042,P234065,Physical,-0.465933261.
P238190,P234073,Genetic,0.892128037.
P234824,P234073,Genetic,-0.186991408.
P235044,P234073,Genetic,0.649823248.
P235158,P234074,Genetic-Physical,0.077874709.
P234073,P234084,Genetic,0.611960418.
P237261,P234084,Physical,0.746092371.
P234444,P234085,Physical,0.246071261.
P235077,P234093,Genetic,0.356854509.
P235052,P240410,Physical,-0.297138317.
P235750,P240410,Physical,0.477779109.
P240410,P240410,Physical,1
P234754,P234096,Physical,-0.755516667.
P236351,P240400,Physical,0.534372907.
P238637,P240400,Physical,0.465046453.
P239673,P240400,Physical,0.538387485.
P235329,P240400,Physical,0.594404052.
P234915,P234102,Physical,-0.111404792.
P235474,P234103,Genetic,0.111868491.
P235435,P234103,Genetic,0.152332875.
P235924,P234103,Genetic,-0.065316347.
P235655,P234103,Genetic-Physical,-0.093439225.
P234581,P234103,Genetic,0.151881683.
P235213,P234103,Genetic,0.792029327.
P235336,P234103,Physical,0.507155643.
P238786,P234103,Genetic,0.246903545.
P234849,P234107,Physical,0.649968327.
P234106,P234107,Physical,0.177789677.
P234089,P234109,Genetic,0.728804229.
P240346,P240346,Physical,1
P235597,P234122,Genetic,0.953369334.
P234635,P234124,Genetic,0.771810983.
P234064,P234126,Genetic-Physical,0.914095071.
P234277,P240303,Physical,-0.339637193.
P234317,P240303,Physical,-0.467022878.
P235014,P234139,Physical,0.705859881.
P234139,P234139,Physical,1
P236506,P240301,Genetic,0.867237959.
P234191,P234141,Physical,0.335777461.
P237524,P234167,Physical,0.42774363.
P234197,P234167,Genetic,0.692119522.
P238695,P240099,Genetic,0.11229754.
P235158,P234177,Genetic,0.640446828.
P235815,P240065,Physical,0.770832863.
P237509,P240048,Genetic,0.088579707.
P235539,P234185,Physical,0.478546544.
P236589,P240043,Genetic,0.820954204.
P237561,P240043,Genetic,-0.718860651.
P239965,P240032,Physical,0.212337482.
P234323,P234201,Physical,-0.381871879.
P234735,P234212,Physical,0.340847808.
P235025,P240017,Physical,0.779363565.
P235375,P234214,Genetic-Physical,-0.533112364.
P234214,P239986,Genetic,0.699865662.
P234073,P239976,Physical,0.358223557.
P234334,P239976,Genetic,0.700428551.
P235137,P234227,Genetic,-0.081708681.
P234517,P234227,Genetic,-0.110120181.
P234787,P234227,Genetic,-0.387523287.
P234293,P234227,Genetic,0.288587542.
P234516,P234227,Genetic,0.170731427.
P235187,P239975,Physical,0.956861105.
P240303,P234234,Physical,-0.36216862.
P237743,P234235,Genetic,0.144153036.
P235930,P234240,Genetic,0.424227993.
P234368,P234240,Genetic,0.930408711.
P235294,P234240,Genetic,0.520653545.
P234895,P234240,Genetic,-0.706311492.
P235163,P234240,Genetic,0.163995189.
P235128,P234240,Genetic,-0.087799558.
P235475,P234240,Genetic,0.022759398.
P236954,P234240,Genetic,-0.161046699.
P234935,P239966,Physical,-0.081344998.
P234123,P234248,Genetic,-0.670313426.
P235035,P239952,Genetic,0.164728481.
P234613,P234265,Genetic-Physical,0.52708281.
P235243,P239877,Genetic,0.420508782.
P235802,P234270,Physical,0.373501309.
P234812,P234270,Physical,-0.145825626.
P237630,P234271,Genetic,-0.257835916.
P235287,P234275,Physical,-0.422805819.
P237021,P239837,Physical,-0.091575969.
P235011,P234286,Physical,0.829890457.
P234101,P234290,Physical,?.
P234949,P234296,Genetic,0.972494716.
P235469,P234317,Genetic-Physical,0.381291781.
P234167,P234317,Physical,0.307833642.
P234606,P234326,Genetic,0.920671097.
P235159,P234330,Genetic-Physical,0.901272665.
P234746,P234330,Physical,0.596383498.
P235619,P234330,Genetic,0.864206259.
P239008,P234334,Genetic,0.761056162.
P234469,P234334,Genetic,-0.060036564.
P237142,P234334,Genetic,0.66368329.
P235172,P234334,Genetic,0.737900326.
P234811,P234334,Genetic,0.127651916.
P234334,P234334,Physical,1
P235634,P239770,Genetic,0.855567377.
P235358,P234341,Physical,0.133261607.
P234191,P234341,Physical,0.544900905.
P235462,P234341,Genetic,0.690027221.
P234141,P234341,Physical,0.833400501.
P237469,P234344,Physical,0.626089899.
P235820,P234344,Physical,-0.001545772.
P239672,P234359,Physical,-0.154090021.
P234754,P234360,Physical,-0.585197066.
P234103,P234361,Genetic,-0.0641838.
P237524,P234368,Physical,-0.27328227.
P234959,P234368,Genetic-Physical,0.605126425.
P234334,P234368,Genetic,-0.101511546.
P234065,P234371,Genetic,0.823773738.
P234369,P234381,Physical,0.432263371.
P235309,P234381,Genetic,0.281626665.
P234983,P234381,Genetic,-0.327733233.
P235597,P234381,Genetic,0.499715587.
P238195,P234381,Physical,0.327655764.
P235626,P234381,Genetic,0.660406545.
P235835,P234381,Genetic,-0.330354816.
P235357,P239653,Genetic,0.891039915.
P236745,P239653,Physical,0.448967961.
P235610,P234392,Genetic,0.921704762.
P235172,P234392,Genetic,0.733199687.
P235856,P234392,Physical,0.298200292.
P234779,P234392,Genetic-Physical,?.
P239673,P234392,Genetic,0.853229728.
P235616,P234393,Genetic-Physical,0.732346536.
P235607,P234393,Physical,0.720738238.
P237469,P234393,Physical,0.548642297.
P235597,P234393,Genetic,0.197677835.
P237509,P234393,Genetic,0.50648447.
P235820,P234393,Physical,0.663522712.
P238968,P234400,Physical,0.426586935.
P235136,P234402,Physical,0.123021596.
P234205,P234406,Genetic-Physical,0.157591681.
P239544,P239544,Physical,1
P239098,P239536,Genetic,0.743642508.
P234936,P234413,Genetic-Physical,0.03137217.
P234535,P234413,Genetic-Physical,0.370669779.
P238621,P239523,Physical,0.867598177.
P236068,P239523,Physical,0.704135975.
P236730,P234416,Physical,-0.307607327.
P238916,P239488,Genetic,0.847284247.
P235995,P239488,Genetic,0.904362729.
P236965,P235019,Physical,0.795952223.
P234562,P235025,Genetic,0.028384044.
P234334,P235027,Genetic,-0.034695065.
P235479,P238238,Genetic,0.236143912.
P234368,P235034,Genetic,-0.359269654.
P234334,P235034,Genetic,0.098180768.
P234895,P235035,Genetic,0.474741056.
P234733,P235042,Physical,0.881171581.
P234754,P235042,Physical,-0.657149779.
P234823,P235042,Genetic,0.882405015.
P234824,P235044,Genetic,0.297068506.
P236336,P238235,Genetic,0.816561869.
P235597,P238195,Genetic,0.906559197.
P234983,P238195,Genetic,0.612280573.
P235835,P238195,Genetic,0.49419117.
P235749,P235059,Physical,0.903975659.
P235866,P235059,Physical,0.890659.
P234064,P235065,Genetic-Physical,0.751584888.
P234684,P235077,Genetic,0.741070691.
P235724,P235077,Physical,-0.275187519.
P234334,P235077,Genetic,0.553974707.
P234212,P235080,Physical,0.426543857.
P234103,P235080,Physical,0.204707401.
P236111,P235080,Physical,0.872781333.
P234894,P235086,Physical,0.797592713.
P234867,P235086,Genetic-Physical,0.945980613.
P235683,P238149,Physical,-0.276794328.
P236336,P238102,Genetic,0.886231442.
P238235,P238102,Genetic,0.784481276.
P238061,P235099,Genetic-Physical,0.83212726.
P237228,P235099,Genetic,0.68388963.
P235677,P235105,Genetic-Physical,0.85435912.
P234983,P238061,Genetic,-0.436643926.
P235626,P238061,Genetic,0.956020117.
P235835,P238061,Genetic,-0.390393857.
P235844,P235107,Physical,0.057379353.
P235277,P235107,Genetic,0.670552716.
P238990,P238033,Genetic,0.256256121.
P238035,P238033,Genetic,0.703242256.
P239341,P238024,Physical,-0.21832131.
P235490,P237982,Physical,0.836717107.
P235772,P235123,Physical,-0.532738745.
P235349,P235123,Physical,0.196788832.
P235241,P235123,Physical,0.042886272.
P235228,P235127,Genetic,0.938906005.
P234786,P235129,Genetic,-0.180608731.
P234194,P235129,Genetic,0.331438725.
P235619,P235129,Genetic,-0.317344979.
P235785,P235129,Genetic,0.532955317.
P235866,P235130,Physical,0.962131978.
P235749,P235130,Physical,0.970372245.
P234980,P235131,Genetic,0.614696188.
P235780,P235131,Genetic,0.843285173.
P235278,P235131,Physical,-0.479339489.
P235250,P235131,Physical,-0.321852418.
P235439,P235131,Physical,0.519112629.
P234914,P235131,Genetic,0.867341503.
P235287,P235131,Physical,0.549338385.
P235134,P235133,Genetic,0.80184583.
P235546,P235133,Genetic-Physical,0.240089673.
P235863,P235135,Genetic,-0.4359295.
P239628,P235137,Physical,-0.714459969.
P236607,P235143,Genetic,0.892223018.
P235143,P235143,Physical,1
P234581,P237936,Genetic,-0.510902937.
P234103,P237936,Genetic,0.444015526.
P235287,P235157,Physical,0.597367807.
P235247,P235157,Physical,0.348147991.
P235371,P235157,Physical,0.88601015.
P235735,P235157,Physical,0.53117721.
P235131,P235157,Physical,0.601828768.
P235278,P235157,Physical,-0.154982612.
P235250,P235157,Physical,-0.17695538.
P235244,P235157,Physical,0.318098779.
P235439,P235157,Physical,0.285324205.
P235216,P235158,Physical,0.401181429.
P235159,P235159,Physical,1
P235619,P235159,Genetic-Physical,0.767612672.
P234746,P235159,Genetic-Physical,0.508740191.
P239673,P237916,Genetic,0.799964924.
P235539,P235163,Genetic,-0.219070932.
P235191,P235163,Genetic,0.127583864.
P234505,P235165,Physical,-0.120551463.
P235239,P235165,Physical,-0.425678475.
P235281,P235165,Physical,0.876435946.
P235728,P235165,Physical,0.241699196.
P235597,P235165,Genetic-Physical,0.689389918.
P235439,P235170,Genetic,0.119740468.
P239294,P237892,Physical,?.
P238621,P237892,Physical,0.817373583.
P237884,P237884,Physical,1
P236085,P235182,Physical,0.229246213.
P234178,P235182,Physical,-0.547510468.
P235137,P235182,Physical,0.724424949.
P235717,P235184,Physical,-0.144735101.
P235810,P235184,Physical,0.517237674.
P237845,P235185,Physical,-0.39099143.
P235496,P235188,Genetic,-0.384796196.
P235480,P235188,Genetic,0.167746491.
P235163,P235189,Genetic,0.820803083.
P235693,P235189,Physical,0.573074947.
P235539,P235189,Genetic-Physical,0.232156337.
P235191,P235189,Genetic-Physical,0.490327114.
P236022,P235189,Physical,0.259940095.
P239626,P235189,Physical,-0.021232402.
P235654,P235201,Physical,0.908702754.
P235516,P235207,Genetic,0.722190806.
P235453,P235207,Genetic,-0.557700778.
P235697,P235207,Genetic,0.703872516.
P237865,P237857,Physical,0.394436119.
P234194,P235213,Physical,0.299363986.
P234073,P237843,Genetic,0.511455844.
P234824,P237843,Genetic,-0.758373594.
P235044,P237843,Genetic,0.244123021.
P235340,P237843,Genetic,-0.01650513.
P235135,P235222,Genetic,-0.121219442.
P235677,P235225,Genetic,-0.352199489.
P235229,P235229,Physical,1
P234786,P235229,Genetic-Physical,0.939910092.
P234194,P235229,Genetic-Physical,0.839979794.
P235163,P235231,Physical,0.67828116.
P235972,P237778,Genetic-Physical,0.57150429.
P235200,P235234,Physical,-0.635254071.
P235486,P237760,Genetic,?.
P235281,P235239,Physical,-0.370015266.
P235834,P235239,Physical,0.064862323.
P235293,P235239,Physical,0.229816184.
P235165,P235239,Physical,-0.425678475.
P235597,P235239,Physical,0.064656085.
P235728,P235239,Physical,0.642642829.
P235261,P235239,Physical,?.
P235772,P235241,Physical,-0.112717488.
P235486,P235242,Genetic,-0.199575696.
P235558,P235242,Genetic,0.136246545.
P235277,P235242,Genetic,0.691962434.
P237760,P235242,Genetic,?.
P235711,P235243,Genetic,-0.02250644.
P235278,P235244,Physical,0.557677704.
P235439,P235244,Physical,0.49096465.
P235247,P235244,Physical,0.470786935.
P235250,P235244,Physical,0.422470032.
P235131,P235244,Physical,0.032800012.
P235735,P235244,Physical,0.671935482.
P235287,P235244,Physical,0.390503389.
P235371,P235244,Physical,0.11734435.
P234983,P235246,Genetic,0.259066755.
P235626,P235246,Genetic,0.712462237.
P235250,P235247,Physical,0.354679146.
P235287,P235247,Physical,0.210120383.
P235247,P235247,Physical,1
P235439,P235247,Physical,0.692933005.
P235689,P235247,Physical,0.010223965.
P235735,P235247,Physical,0.399288036.
P235131,P235247,Physical,0.015134229.
P235278,P235247,Physical,0.451045636.
P235332,P235247,Physical,0.586651338.
P235442,P235247,Physical,0.366740634.
P235539,P235248,Physical,0.490281179.
P235439,P235250,Genetic-Physical,0.423344481.
P235287,P235250,Physical,0.451921137.
P238510,P235250,Physical,0.450063781.
P240065,P235252,Physical,-0.16342993.
P239010,P235252,Genetic-Physical,0.36742161.
P236063,P237732,Physical,0.477325142.
P235853,P235257,Physical,0.780336674.
P235287,P235257,Physical,0.235033197.
P235336,P235257,Physical,-0.133123491.
P235281,P235261,Physical,?.
P235165,P235261,Physical,?.
P235728,P235261,Physical,?.
P235597,P235261,Genetic-Physical,?.
P235239,P235261,Physical,?.
P235563,P235266,Physical,0.582758041.
P235136,P235271,Genetic-Physical,-0.134289007.
P235271,P235271,Physical,1
P235729,P235274,Physical,0.273375998.
P237463,P235277,Physical,-0.53881716.
P235012,P235278,Genetic,-0.57207979.
P235250,P235278,Physical,0.932605859.
P235332,P235278,Physical,0.095650883.
P235287,P235278,Physical,0.368332296.
P235439,P235278,Physical,0.337712414.
P235334,P235279,Physical,0.619463643.
P235239,P235281,Physical,-0.370015266.
P235597,P235281,Physical,0.848788967.
P239428,P235285,Physical,0.695961854.
P235127,P235288,Genetic,0.943100379.
P236701,P237624,Physical,-0.58148578.
P235815,P237624,Physical,0.581459954.
P240065,P237624,Physical,0.821403221.
P235728,P235293,Physical,0.640306958.
P235165,P235293,Physical,0.612637591.
P235281,P235293,Physical,0.752986253.
P235597,P235293,Physical,0.975900759.
P235261,P235293,Physical,?.
P235239,P235293,Physical,0.229816184.
P237617,P237617,Physical,1
P235716,P235300,Physical,0.7451413.
P238935,P235300,Genetic,0.581089536.
P234553,P235301,Genetic,0.784398319.
P234572,P235301,Genetic,0.93271999.
P235135,P235302,Genetic,?.
P239010,P235303,Genetic-Physical,-0.654413886.
P235871,P235307,Physical,0.465200442.
P235626,P235309,Genetic,-0.14619638.
P235835,P235309,Genetic,0.69760125.
P235172,P235312,Genetic,0.493585602.
P235171,P235324,Physical,-0.177790731.
P234955,P235324,Genetic,0.391697051.
P235830,P235327,Genetic,0.060247951.
P235482,P237509,Genetic,-0.610796207.
P234935,P235329,Physical,0.497814721.
P238637,P235329,Physical,0.882041706.
P239673,P235329,Physical,0.500133376.
P237467,P235331,Physical,-0.946683516.
P235287,P235332,Physical,0.697059017.
P235438,P235332,Genetic-Physical,0.062015959.
P239711,P235336,Physical,-0.202081146.
P235817,P235336,Genetic-Physical,0.853267821.
P235550,P235336,Physical,-0.238697558.
P235336,P235336,Physical,1
P235241,P235349,Physical,0.405275617.
P235772,P235349,Physical,0.029959947.
P235350,P235350,Physical,1
P235181,P235350,Physical,0.748616805.
P235177,P237463,Genetic,0.872980187.
P235468,P237345,Physical,?.
P238740,P237345,Physical,?.
P234141,P235358,Physical,-0.063634098.
P234191,P235358,Physical,0.753626293.
P235191,P235363,Physical,-0.20982591.
P235336,P235363,Physical,-0.469868938.
P235817,P235363,Physical,-0.571427648.
P235819,P235366,Physical,0.955675241.
P235247,P235371,Physical,0.12150219.
P235287,P235371,Physical,0.687863314.
P235735,P235371,Physical,0.359987157.
P235131,P235371,Physical,0.848640847.
P235278,P235371,Physical,-0.305799813.
P235250,P235371,Physical,-0.173445242.
P236701,P235371,Physical,-0.60897318.
P235439,P235371,Physical,0.379073579.
P235388,P235372,Physical,0.864190393.
P237575,P237228,Physical,0.353129812.
P234445,P235379,Physical,0.867867073.
P234934,P235379,Physical,0.72065352.
P238610,P235381,Physical,?.
P240065,P235381,Physical,-0.6528787.
P237467,P235383,Physical,-0.863260823.
P235648,P237213,Physical,0.338043844.
P235624,P237213,Physical,0.113648605.
P235474,P237213,Genetic,0.611499866.
P234167,P237213,Genetic,0.390550359.
P236895,P235386,Physical,-0.499071749.
P235636,P235386,Physical,-0.448142193.
P236479,P235386,Physical,0.439715308.
P236111,P237203,Genetic,0.45596097.
P235187,P237160,Genetic,0.878663821.
P234983,P235391,Genetic,-0.349122956.
P235626,P235391,Genetic-Physical,0.65944726.
P235273,P235395,Genetic,-0.748156142.
P235655,P235398,Genetic,0.080963139.
P234445,P235400,Physical,0.629914074.
P235142,P235400,Genetic,0.235291989.
P235438,P235400,Genetic-Physical,0.659153394.
P235467,P235403,Physical,0.111792809.
P234665,P235404,Physical,-0.509979766.
P238640,P235404,Physical,0.644930661.
P240400,P235404,Physical,0.787594332.
P235191,P237123,Physical,0.692046955.
P234334,P235407,Genetic,0.876620339.
P235687,P235407,Physical,?.
P235301,P235407,Physical,0.54589598.
P235425,P237120,Physical,0.748497753.
P240065,P235417,Physical,0.722682862.
P235381,P235417,Physical,-0.074136898.
P235516,P235417,Physical,0.59898413.
P234581,P237105,Genetic,0.588783454.
P234934,P235425,Physical,0.906514059.
P235025,P235426,Genetic,-0.127849289.
P235514,P235426,Physical,0.313805394.
P234202,P235426,Genetic,0.041493985.
P235474,P235435,Physical,-0.356321138.
P235287,P235439,Physical,0.560285405.
P234275,P235439,Physical,-0.347782909.
P239804,P237021,Genetic-Physical,0.897975421.
P239266,P237021,Physical,0.750657686.
P240410,P237021,Physical,0.220155279.
P240504,P237021,Physical,0.798424307.
P235172,P237021,Genetic,0.809753403.
P234197,P237021,Genetic-Physical,-0.136867397.
P235885,P237021,Physical,-0.167528266.
P239223,P237021,Physical,-0.080975715.
P235830,P237021,Physical,0.492602841.
P235652,P237021,Physical,0.932877998.
P235332,P235442,Physical,0.474495245.
P236991,P236991,Physical,1
P236047,P235447,Physical,0.800386108.
P235468,P235450,Physical,-0.087018614.
P234681,P235463,Physical,0.241592767.
P234167,P235469,Physical,0.811551561.
P236111,P235469,Genetic,0.879428942.
P236578,P235469,Physical,-0.641252753.
P234746,P235471,Genetic,0.703223606.
P237333,P235474,Genetic,-0.131054566.
P235474,P235474,Physical,1
P235271,P235477,Genetic-Physical,0.405483769.
P234659,P235485,Physical,-0.545869278.
P235159,P236895,Physical,-0.090758295.
P234093,P235490,Physical,-0.217734461.
P235776,P235490,Physical,0.92055883.
P234513,P235490,Physical,0.246969418.
P234497,P235490,Physical,-0.314559679.
P236063,P235490,Physical,0.406240337.
P235327,P235490,Physical,-0.682875584.
P235802,P235490,Physical,-0.409014525.
P235137,P235490,Physical,0.017296404.
P238498,P235490,Physical,-0.329997737.
P235607,P236869,Genetic-Physical,?.
P235482,P235499,Physical,-0.525196729.
P239266,P235500,Physical,0.830871366.
P239428,P235500,Physical,0.63104832.
P239010,P235500,Genetic,0.468805052.
P234217,P236825,Physical,0.894058449.
P235336,P236817,Genetic-Physical,-0.043578591.
P234382,P235506,Physical,-0.7310812.
P235892,P235506,Physical,0.920583217.
P239628,P236745,Physical,0.07497327.
P235344,P235516,Physical,0.49919507.
P240337,P236730,Genetic,-0.508882033.
P235222,P235519,Genetic-Physical,0.391272649.
P235297,P236702,Physical,0.520349758.
P235796,P235529,Physical,0.632656896.
P234610,P235529,Physical,-0.729869279.
P234430,P235530,Physical,-0.063563143.
P235518,P235530,Physical,-0.437439365.
P235457,P235530,Genetic-Physical,-0.277366456.
P235105,P235532,Physical,0.865665777.
P235793,P235532,Genetic,0.721485696.
P235677,P235532,Physical,0.866464016.
P235336,P235535,Genetic,0.782150754.
P235248,P236626,Genetic,0.824185051.
P235191,P235539,Genetic-Physical,0.509133175.
P235615,P235539,Physical,-0.146451675.
P239428,P235542,Genetic,0.724517344.
P235453,P235542,Genetic,-0.623968569.
P235335,P235544,Physical,0.868633444.
P235138,P235544,Physical,0.636797449.
P235265,P235550,Physical,0.750229736.
P235621,P235550,Physical,-0.237370915.
P235380,P235561,Physical,0.312093675.
P235204,P235561,Physical,0.852406685.
P235649,P236576,Physical,0.317946182.
P235606,P235564,Physical,0.879695469.
P235453,P235566,Genetic,-0.798955624.
P235468,P236509,Genetic,0.594570026.
P238391,P236509,Genetic,0.762737731.
P240065,P235568,Physical,0.905905949.
P239010,P235568,Genetic,0.808213877.
P239266,P235568,Physical,0.759041731.
P234692,P236496,Physical,0.832358145.
P235718,P235572,Genetic,0.172971554.
P235419,P235572,Genetic,-0.067101314.
P234085,P235573,Physical,0.026929321.
P234444,P235573,Physical,0.774216943.
P234525,P235574,Genetic-Physical,0.708165539.
P235463,P235575,Physical,0.772309609.
P235579,P235579,Physical,1
P235723,P235586,Physical,-0.210741926.
P237509,P235586,Genetic,0.937991552.
P238637,P236462,Physical,-0.025407772.
P235095,P236456,Physical,?.
P235597,P236406,Genetic,0.542809762.
P235607,P236406,Physical,-0.007628053.
P237509,P236406,Genetic,0.089356223.
P234197,P236399,Genetic,0.859871727.
P235482,P235597,Genetic,-0.360540159.
P239673,P236356,Genetic,0.859360381.
P235606,P235606,Physical,1
P235448,P235607,Physical,0.816461114.
P235597,P235607,Genetic,0.702262724.
P235610,P235610,Physical,1
P239673,P236351,Physical,0.698583735.
P238637,P236351,Physical,0.607623499.
P235329,P236351,Physical,0.703010525.
